genome	genome_accession	source	protein_type	domains	domain_combination_type	count_raw	count_normalized_by_genome_size	count_normalized_by_total_proteins
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS,PAS_4,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS_3	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	GAF_2,PAS,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS,PAS_4,PAS_8,PAS_9,hole	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	GAF_2,PAS_3,PAS_4,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS_4,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000327485.1	GCF_000327485	mistdb	rr	PAS_3,PAS_9	domain_comb	1	3.5450206993758637e-07	0.00034722222222222224
GCF_000328285.1	GCF_000328285	mistdb	rr	HalX	domain_comb	2	5.340871795844108e-07	0.00045300113250283127
GCF_000328285.1	GCF_000328285	mistdb	rr	nodomain	domain_comb	5	1.3352179489610269e-06	0.0011325028312570782
GCF_000328285.1	GCF_000328285	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	PAS_8	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.340871795844108e-07	0.00045300113250283127
GCF_000328285.1	GCF_000328285	mistdb	rr	GAF_2,GAF_3,PAS,PAS_3,PAS_4	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	PAS_4,hole	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	PAS_4	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328285.1	GCF_000328285	mistdb	rr	GAF,PAS_4	domain_comb	1	2.670435897922054e-07	0.00022650056625141563
GCF_000328525.1	GCF_000328525	mistdb	rr	nodomain	domain_comb	2	6.203712549738265e-07	0.0006385696040868455
GCF_000328525.1	GCF_000328525	mistdb	rr	HalX	domain_comb	3	9.305568824607398e-07	0.0009578544061302681
GCF_000328525.1	GCF_000328525	mistdb	rr	BAT,GAF_2,HTH_10,hole	domain_comb	1	3.1018562748691326e-07	0.00031928480204342275
GCF_000328525.1	GCF_000328525	mistdb	rr	GAF_2,PAS_4,PAS_8	domain_comb	1	3.1018562748691326e-07	0.00031928480204342275
GCF_000328525.1	GCF_000328525	mistdb	rr	GAF_2,PAS,PAS_4	domain_comb	1	3.1018562748691326e-07	0.00031928480204342275
GCF_000328665.1	GCF_000328665	mistdb	rr	PAS_9	domain_comb	1	3.6845807297164753e-07	0.0003790750568612585
GCF_000328665.1	GCF_000328665	mistdb	rr	nodomain	domain_comb	4	1.4738322918865901e-06	0.001516300227445034
GCF_000328665.1	GCF_000328665	mistdb	rr	hole	domain_comb	1	3.6845807297164753e-07	0.0003790750568612585
GCF_000328665.1	GCF_000328665	mistdb	rr	PAS_4,PAS_9	domain_comb	1	3.6845807297164753e-07	0.0003790750568612585
GCF_000328685.1	GCF_000328685	mistdb	rr	nodomain	domain_comb	9	2.0861738135118233e-06	0.0020925366193908393
GCF_000328685.1	GCF_000328685	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	2	4.635941807804052e-07	0.00046500813764240875
GCF_000328685.1	GCF_000328685	mistdb	rr	HalX	domain_comb	2	4.635941807804052e-07	0.00046500813764240875
GCF_000328685.1	GCF_000328685	mistdb	rr	BAT,GAF_2,HTH_10	domain_comb	1	2.317970903902026e-07	0.00023250406882120437
GCF_000328685.1	GCF_000328685	mistdb	rr	BAT,GAF_2,HTH_10,PAS_8	domain_comb	1	2.317970903902026e-07	0.00023250406882120437
GCF_000328685.1	GCF_000328685	mistdb	rr	PAS_4	domain_comb	1	2.317970903902026e-07	0.00023250406882120437
GCF_000328685.1	GCF_000328685	mistdb	rr	GAF_2,PAS_4	domain_comb	1	2.317970903902026e-07	0.00023250406882120437
GCF_000328945.1	GCF_000328945	mistdb	rr	nodomain	domain_comb	14	8.480608180758107e-06	0.006947890818858561
GCF_000328945.1	GCF_000328945	mistdb	rr	hole	domain_comb	1	6.057577271970075e-07	0.0004962779156327543
GCF_000334895.1	GCF_000334895	mistdb	rr	PAS	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000334895.1	GCF_000334895	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000334895.1	GCF_000334895	mistdb	rr	BAT,GAF_2,HTH_10	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000334895.1	GCF_000334895	mistdb	rr	nodomain	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000334895.1	GCF_000334895	mistdb	rr	GAF_2,PAS	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000334895.1	GCF_000334895	mistdb	rr	GAF_2,GAF_3,PAS,PAS_4,PAS_9	domain_comb	1	2.876267571118592e-07	0.00028776978417266187
GCF_000336615.1	GCF_000336615	mistdb	rr	nodomain	domain_comb	6	1.4199758414776837e-06	0.0013866420152530623
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	HalX	domain_comb	6	1.4199758414776837e-06	0.0013866420152530623
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_4	domain_comb	2	4.733252804925612e-07	0.00046221400508435407
GCF_000336615.1	GCF_000336615	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	BAT,GAF,GAF_2,HTH_10,hole	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_3,PAS_4,hole	domain_comb	2	4.733252804925612e-07	0.00046221400508435407
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF_2	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF_2,PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF_2,GAF_3,PAS,PAS_3,PAS_4	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF,GAF_2,PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF_2,PAS_4	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_3,PAS_4,PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_3,PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF_2,PAS	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	PAS_4,PAS_9	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336615.1	GCF_000336615	mistdb	rr	GAF,PAS_4	domain_comb	1	2.366626402462806e-07	0.00023110700254217703
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS	domain_comb	2	4.6725052735062644e-07	0.0004562043795620438
GCF_000336635.1	GCF_000336635	mistdb	rr	HalX	domain_comb	6	1.4017515820518793e-06	0.0013686131386861315
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF,hole	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	nodomain	domain_comb	8	1.8690021094025058e-06	0.0018248175182481751
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_4	domain_comb	2	4.6725052735062644e-07	0.0004562043795620438
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_9	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF,PAS_4	domain_comb	2	4.6725052735062644e-07	0.0004562043795620438
GCF_000336635.1	GCF_000336635	mistdb	rr	BAT,GAF,GAF_2,GAF_3,HTH_10	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	BAT,GAF_2,GAF_3,HTH_10,PAS_4,hole	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF_2,PAS_3,PAS_4	domain_comb	2	4.6725052735062644e-07	0.0004562043795620438
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_3,PAS_4	domain_comb	2	4.6725052735062644e-07	0.0004562043795620438
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_4,PAS_9	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS,PAS_9	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_3,PAS_4,PAS_7	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF,GAF_2,PAS_3,PAS_4,PAS_9	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS,PAS_3,PAS_4	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF_2,PAS_8	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	PAS_3,PAS_4,hole	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF_2,PAS_4	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF_2	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	GAF_2,PAS_4,PAS_9	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336635.1	GCF_000336635	mistdb	rr	hole	domain_comb	1	2.3362526367531322e-07	0.0002281021897810219
GCF_000336655.1	GCF_000336655	mistdb	rr	HalX	domain_comb	2	4.6098074575621126e-07	0.00046904315196998124
GCF_000336655.1	GCF_000336655	mistdb	rr	nodomain	domain_comb	8	1.843922983024845e-06	0.001876172607879925
GCF_000336655.1	GCF_000336655	mistdb	rr	BAT,GAF_2,HTH_10	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	BAT,GAF_2,HTH_10,PAS,PAS_4,PAS_9,hole	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	BAT,GAF_2,HTH_10,hole	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	GAF_2,PAS,PAS_4,hole	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	PAS,PAS_9	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	GAF,PAS,PAS_4	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	GAF,PAS,PAS_4,PAS_9,hole	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336655.1	GCF_000336655	mistdb	rr	GAF_2,PAS_3	domain_comb	1	2.3049037287810563e-07	0.00023452157598499062
GCF_000336675.1	GCF_000336675	mistdb	rr	PAS_4	domain_comb	1	2.9247685191955484e-07	0.0002844141069397042
GCF_000336675.1	GCF_000336675	mistdb	rr	BAT,GAF_2,HTH_10,PAS_9,hole	domain_comb	1	2.9247685191955484e-07	0.0002844141069397042
GCF_000336675.1	GCF_000336675	mistdb	rr	GAF_2,GAF_3,PAS,PAS_4,PAS_9	domain_comb	1	2.9247685191955484e-07	0.0002844141069397042
GCF_000336695.1	GCF_000336695	mistdb	rr	BAT,GAF_2,HTH_10	domain_comb	1	3.34274203792274e-07	0.00031496062992125983
GCF_000336695.1	GCF_000336695	mistdb	rr	GAF_2,PAS,PAS_4	domain_comb	1	3.34274203792274e-07	0.00031496062992125983
GCF_000336715.1	GCF_000336715	mistdb	rr	BAT,GAF_2,HTH_10	domain_comb	2	4.935305547234082e-07	0.0004580852038479157
GCF_000336715.1	GCF_000336715	mistdb	rr	GAF_2,PAS,PAS_4,PAS_9	domain_comb	1	2.467652773617041e-07	0.00022904260192395785
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.480560179017017e-07	0.0005455537370430987
GCF_000336735.1	GCF_000336735	mistdb	rr	nodomain	domain_comb	5	1.3701400447542545e-06	0.001363884342607747
GCF_000336735.1	GCF_000336735	mistdb	rr	BAT,GAF,GAF_2,HTH_10,PAS,PAS_4,hole	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	BAT,GAF_2,HTH_10,PAS	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	HalX	domain_comb	2	5.480560179017017e-07	0.0005455537370430987
GCF_000336735.1	GCF_000336735	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS_8	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	GAF,PAS_4	domain_comb	2	5.480560179017017e-07	0.0005455537370430987
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS,PAS_3	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS_4	domain_comb	2	5.480560179017017e-07	0.0005455537370430987
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	PAS_4,hole	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336735.1	GCF_000336735	mistdb	rr	GAF_2,GAF_3,PAS,PAS_3,PAS_4	domain_comb	1	2.7402800895085086e-07	0.00027277686852154935
GCF_000336755.1	GCF_000336755	mistdb	rr	nodomain	domain_comb	3	7.590831894448977e-07	0.0007511266900350526
GCF_000336755.1	GCF_000336755	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	HalX	domain_comb	2	5.060554596299317e-07	0.000500751126690035
GCF_000336755.1	GCF_000336755	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	GAF_2,PAS_4	domain_comb	2	5.060554596299317e-07	0.000500751126690035
GCF_000336755.1	GCF_000336755	mistdb	rr	PAS_4	domain_comb	3	7.590831894448977e-07	0.0007511266900350526
GCF_000336755.1	GCF_000336755	mistdb	rr	hole	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	GAF,PAS	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	GAF_2	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	BAT,GAF_2,HTH_10,PAS,PAS_4,hole	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	GAF,GAF_2,PAS,PAS_4	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	PAS_4,hole	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	PAS_3,PAS_4	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336755.1	GCF_000336755	mistdb	rr	GAF_3,PAS	domain_comb	1	2.5302772981496587e-07	0.0002503755633450175
GCF_000336775.1	GCF_000336775	mistdb	rr	GAF,PAS_4	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	nodomain	domain_comb	5	1.2323399523133733e-06	0.0012431626056688214
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS_4,PAS_9	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	HalX	domain_comb	2	4.929359809253492e-07	0.0004972650422675286
GCF_000336775.1	GCF_000336775	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	GAF	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	BAT,GAF,GAF_2,HTH_10,PAS,PAS_4,hole	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	BAT,GAF_2,HTH_10,PAS	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS_3,PAS_9	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	GAF_2,PAS	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS,PAS_4,PAS_9	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS_4,hole	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS,PAS_9	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS_4	domain_comb	3	7.39403971388024e-07	0.0007458975634012929
GCF_000336775.1	GCF_000336775	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336775.1	GCF_000336775	mistdb	rr	GAF_3,PAS	domain_comb	1	2.464679904626746e-07	0.0002486325211337643
GCF_000336795.1	GCF_000336795	mistdb	rr	HalX	domain_comb	2	5.526290775736489e-07	0.0005473453749315818
GCF_000336795.1	GCF_000336795	mistdb	rr	nodomain	domain_comb	5	1.381572693934122e-06	0.0013683634373289546
GCF_000336795.1	GCF_000336795	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.526290775736489e-07	0.0005473453749315818
GCF_000336795.1	GCF_000336795	mistdb	rr	BAT,GAF_2,HTH_10,PAS	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	BAT,GAF,GAF_2,HTH_10,PAS,PAS_4,hole	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	GAF,PAS_4	domain_comb	2	5.526290775736489e-07	0.0005473453749315818
GCF_000336795.1	GCF_000336795	mistdb	rr	PAS_4	domain_comb	2	5.526290775736489e-07	0.0005473453749315818
GCF_000336795.1	GCF_000336795	mistdb	rr	PAS_3,PAS_9	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	GAF_2,GAF_3,PAS,PAS_3,PAS_4	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336795.1	GCF_000336795	mistdb	rr	PAS_4,hole	domain_comb	1	2.7631453878682443e-07	0.0002736726874657909
GCF_000336815.1	GCF_000336815	mistdb	rr	BAT,GAF,GAF_2,HTH_10,PAS,PAS_4,hole	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	nodomain	domain_comb	5	1.2503754252214227e-06	0.0012528188423953897
GCF_000336815.1	GCF_000336815	mistdb	rr	HalX	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	BAT,HTH_10,PAS,hole	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	GAF,PAS_4	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.001501700885691e-07	0.0005011275369581559
GCF_000336815.1	GCF_000336815	mistdb	rr	GAF_2,PAS	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS,PAS_4	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS_3,PAS_9	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS_4	domain_comb	2	5.001501700885691e-07	0.0005011275369581559
GCF_000336815.1	GCF_000336815	mistdb	rr	GAF_3,PAS	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS_4,hole	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336815.1	GCF_000336815	mistdb	rr	PAS,PAS_4,PAS_9	domain_comb	1	2.5007508504428456e-07	0.00025056376847907793
GCF_000336835.1	GCF_000336835	mistdb	rr	nodomain	domain_comb	4	1.1116653998313049e-06	0.0011061946902654867
GCF_000336835.1	GCF_000336835	mistdb	rr	HalX	domain_comb	1	2.779163499578262e-07	0.0002765486725663717
GCF_000336835.1	GCF_000336835	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.779163499578262e-07	0.0002765486725663717
GCF_000336835.1	GCF_000336835	mistdb	rr	GAF,PAS_4	domain_comb	2	5.558326999156524e-07	0.0005530973451327434
GCF_000336835.1	GCF_000336835	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.558326999156524e-07	0.0005530973451327434
GCF_000336835.1	GCF_000336835	mistdb	rr	PAS_4	domain_comb	2	5.558326999156524e-07	0.0005530973451327434
GCF_000336835.1	GCF_000336835	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.779163499578262e-07	0.0002765486725663717
GCF_000336835.1	GCF_000336835	mistdb	rr	PAS_4,hole	domain_comb	1	2.779163499578262e-07	0.0002765486725663717
GCF_000336835.1	GCF_000336835	mistdb	rr	PAS,PAS_3	domain_comb	1	2.779163499578262e-07	0.0002765486725663717
GCF_000336855.1	GCF_000336855	mistdb	rr	BAT,GAF_2,HTH_10,PAS	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336855.1	GCF_000336855	mistdb	rr	GAF,PAS_4	domain_comb	2	5.540889129856e-07	0.0005502063273727648
GCF_000336855.1	GCF_000336855	mistdb	rr	nodomain	domain_comb	4	1.1081778259712e-06	0.0011004126547455295
GCF_000336855.1	GCF_000336855	mistdb	rr	HalX	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336855.1	GCF_000336855	mistdb	rr	BAT,HTH_10,HalX,hole	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336855.1	GCF_000336855	mistdb	rr	PAS_4,PAS_9	domain_comb	2	5.540889129856e-07	0.0005502063273727648
GCF_000336855.1	GCF_000336855	mistdb	rr	PAS_4	domain_comb	2	5.540889129856e-07	0.0005502063273727648
GCF_000336855.1	GCF_000336855	mistdb	rr	PAS,PAS_3	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336855.1	GCF_000336855	mistdb	rr	PAS,PAS_4,hole	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336855.1	GCF_000336855	mistdb	rr	PAS_4,hole	domain_comb	1	2.770444564928e-07	0.0002751031636863824
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS_4	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	HalX	domain_comb	5	1.3576361057348722e-06	0.0013691128148959474
GCF_000336875.1	GCF_000336875	mistdb	rr	BAT,GAF_2,HTH_10,PAS_9	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	nodomain	domain_comb	5	1.3576361057348722e-06	0.0013691128148959474
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS,PAS_3,hole	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS_3,PAS_4,PAS_9	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	GAF_2,hole	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	GAF_2,PAS_3,PAS_4	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS,PAS_9	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336875.1	GCF_000336875	mistdb	rr	PAS,PAS_3,PAS_9	domain_comb	1	2.7152722114697443e-07	0.0002738225629791895
GCF_000336915.1	GCF_000336915	mistdb	rr	BAT,GAF_2,HTH_10,PAS_4,hole	domain_comb	2	5.797605588891788e-07	0.0005583472920156337
